Attribute10,Attribute12
A101,A121
A101,A121
A101,A121
A103,A122
A101,A124
A101,A124
A101,A122
A101,A123
A101,A121
A101,A123
A101,A123
A101,A122
A101,A123
A101,A123
A101,A123
A101,A123
A101,A122
A101,A123
A101,A124
A101,A123
A101,A123
A101,A121
A101,A121
A101,A122
A101,A123
A101,A121
A101,A123
A101,A121
A103,A121
A101,A124
A101,A121
A101,A123
A101,A123
A101,A124
A101,A122
A101,A122
A101,A124
A102,A121
A101,A123
A101,A121
A101,A123
A101,A123
A101,A121
A101,A123
A101,A124
A101,A123
A101,A123
A101,A122
A101,A122
A102,A121
A101,A122
A101,A123
A101,A123
A101,A122
A101,A124
A103,A121
A101,A124
A101,A123
A101,A123
A102,A124
A101,A121
A103,A121
A101,A124
A101,A123
A101,A122
A101,A122
A101,A123
A101,A121
A101,A124
A101,A123
A101,A122
A101,A122
A101,A124
A101,A121
A101,A124
A101,A124
A101,A123
A101,A122
A101,A122
A101,A122
A101,A123
A101,A122
A101,A122
A103,A121
A101,A121
A103,A121
A101,A122
A101,A124
A101,A123
A101,A121
A101,A121
A101,A121
A101,A122
A102,A124
A101,A121
A101,A124
A101,A123
A101,A123
A101,A121
A101,A122
A101,A121
A101,A123
A101,A121
A101,A123
A101,A123
A102,A123
A101,A124
A101,A123
A101,A122
A101,A121
A101,A123
A101,A122
A101,A121
A101,A121
A101,A121
A101,A121
A101,A123
A102,A121
A101,A123
A101,A123
A101,A121
A101,A123
A101,A121
A101,A124
A101,A121
A101,A122
A101,A121
A101,A123
A101,A123
A102,A121
A101,A123
A101,A122
A101,A122
A101,A124
A101,A121
A101,A121
A101,A123
A101,A121
A103,A121
A101,A123
A101,A121
A101,A124
A101,A123
A101,A123
A101,A122
A101,A123
A101,A124
A101,A123
A103,A122
A101,A123
A101,A124
A101,A122
A101,A123
A101,A124
A101,A123
A101,A123
A103,A121
A101,A123
A101,A123
A101,A121
A101,A121
A101,A122
A101,A122
A101,A124
A101,A122
A101,A123
A101,A123
A101,A121
A101,A122
A101,A121
A101,A123
A101,A121
A101,A122
A103,A121
A101,A122
A101,A121
A101,A123
A101,A123
A101,A123
A101,A121
A101,A123
A101,A121
A101,A122
A101,A121
A101,A123
A101,A122
A101,A124
A101,A123
A101,A122
A101,A123
A101,A122
A101,A124
A101,A123
A101,A121
A103,A122
A101,A123
A101,A123
A101,A123
A101,A124
A101,A124
A101,A123
A101,A121
A101,A123
A101,A122
A101,A121
A101,A124
A101,A121
A101,A122
A101,A123
A101,A122
A101,A121
A101,A121
A101,A122
A101,A121
A101,A123
A101,A122
A101,A122
A101,A121
A101,A121
A101,A123
A103,A121
A101,A122
A101,A121
A101,A121
A101,A123
A101,A123
A102,A124
A101,A124
A101,A123
A101,A124
A101,A123
A101,A124
A101,A124
A103,A121
A101,A121
A101,A123
A101,A122
A101,A123
A101,A122
A103,A122
A101,A123
A101,A122
A101,A124
A101,A121
A101,A121
A101,A121
A101,A121
A101,A124
A101,A121
A102,A121
A101,A121
A101,A123
A103,A124
A101,A122
A101,A123
A101,A121
A101,A121
A101,A124
A101,A123
A101,A121
A101,A121
A101,A123
A101,A124
A101,A124
A101,A121
A101,A123
A101,A121
A101,A123
A101,A122
A101,A123
A101,A122
A101,A123
A102,A124
A101,A121
A101,A124
A101,A121
A101,A123
A101,A122
A101,A122
A101,A123
A101,A124
A101,A121
A101,A123
A101,A122
A101,A123
A101,A121
A101,A122
A101,A124
A103,A121
A101,A121
A101,A121
A101,A123
A101,A124
A101,A124
A101,A123
A101,A123
A101,A123
A102,A122
A101,A121
A101,A123
A101,A121
A101,A123
A101,A121
A102,A122
A101,A124
A101,A121
A101,A122
A101,A124
A101,A121
A101,A121
A101,A124
A101,A123
A101,A123
A101,A123
A101,A121
A101,A123
A103,A122
A101,A122
A101,A123
A101,A122
A101,A123
A101,A122
A101,A124
A101,A123
A101,A121
A101,A121
A101,A122
A101,A123
A101,A123
A101,A123
A101,A124
A101,A121
A101,A122
A101,A123
A101,A124
A101,A121
A103,A122
A101,A123
A101,A122
A101,A123
A101,A124
A101,A123
A101,A121
A102,A121
A103,A122
A101,A123
A103,A121
A101,A124
A101,A121
A101,A124
A101,A121
A101,A123
A101,A124
A101,A122
A101,A124
A101,A121
A102,A121
A101,A123
A101,A121
A101,A121
A101,A124
A101,A123
A101,A123
A101,A122
A101,A123
A101,A123
A101,A123
A101,A123
A101,A123
A101,A121
A101,A121
A101,A123
A101,A121
A101,A124
A101,A124
A103,A123
A101,A121
A101,A124
A101,A124
A101,A123
A101,A123
A101,A124
A101,A122
A101,A121
A101,A122
A101,A123
A101,A121
A101,A122
A101,A123
A101,A123
A101,A122
A101,A121
A101,A124
A101,A123
A101,A123
A101,A124
A101,A124
A101,A122
A101,A121
A101,A121
A101,A121
A101,A121
A101,A123
A101,A123
A101,A123
A101,A122
A101,A123
A101,A121
A101,A123
A101,A121
A101,A123
A101,A123
A101,A123
A101,A124
A101,A122
A101,A122
A101,A121
A101,A123
A101,A123
A101,A122
A101,A123
A101,A123
A101,A121
A101,A121
A101,A122
A101,A123
A101,A123
A101,A121
A101,A123
A101,A124
A101,A121
A102,A123
A101,A124
A101,A121
A101,A121
A101,A121
A101,A121
A101,A121
A102,A123
A101,A121
A101,A123
A102,A122
A101,A123
A101,A123
A101,A123
A101,A122
A101,A123
A103,A121
A101,A121
A101,A122
A101,A123
A101,A121
A101,A122
A101,A123
A102,A122
A101,A124
A101,A121
A101,A124
A101,A121
A101,A123
A103,A122
