Fulfilment,Sales Channel ,ship-service-level,ASIN,Qty,currency,ship-country,fulfilled-by,Unnamed: 22
Merchant,Amazon.in,Standard,B09YYNG98D,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09B3GWVJ9,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09SDY7MHD,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08V197XLZ,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B098316HXL,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B099NRCT7B,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09SDXQ3X9,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09RPJD74Z,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09RK7Q644,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09TH43NW5,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09RKFCS6D,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09SDYNZQ5,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09Y27F7WY,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08B3Z2YY3,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08MXFNM51,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09K3T96QK,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09RKF4FNJ,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08QGKNC21,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09NQ6824N,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09SDXRYBG,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B099NSQP4Z,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B0822SX9WB,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B0928WHXM6,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B099NMSHR7,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09QJ49VXB,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08CN3P4HX,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09TH5VZK6,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B099S81YF8,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B098736GK5,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09K3938KW,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08N4TGTRV,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08V19JZ2F,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09RKF9KV8,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B0894XH3LN,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08W1HC76G,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08QGMNRBT,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08B415N6S,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08QGMNRBT,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08ZHWQWSX,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09SDXRYBG,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08RP1Z6L4,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09G2T795K,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09SDXRYBG,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08YYTBPPP,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B099NTV5ZV,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08ZHRYMZD,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09RKFCS6D,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B098133PV5,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09M768PCX,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08RP67NGB,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B099NSQP4Z,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09PN37FYX,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09SDYC9GD,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09LTY88GR,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09YNXQF36,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B091T25NQG,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09SDXRYBG,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09TH53Q68,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B099NFZJVC,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B0983F2ZJW,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B099NRCT7B,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09RKFBMYD,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09TZTZ58D,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09SDZV7MR,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B099FB2C9L,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09SDX13G7,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B099F9N2F3,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09SDXRYBG,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08KRXQRTY,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09K3ZCQPF,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09RKDH9X6,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09PN1HZ58,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08QGNJZRM,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08V1R5MMB,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08KRZK1NB,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09SDYNZQ5,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09HNRBVMT,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08MYT13YV,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09SDXRYBG,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08YZ1H4TG,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B099NTV5ZV,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08HK3SLGX,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B07R4ZMLC9,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09Y3CVP18,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09SDXRYBG,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08B415N6S,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09YYPQ7NW,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09RKBVL7Y,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B0894XKVH3,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09Y25NR54,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08QGMPGKT,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09LTZH194,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09RK63SGY,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09RKD6KWL,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09SDY7MHD,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B0986XNKJJ,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08QJM4J9Z,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08YZ3Q2B6,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B099NRCT7B,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09SDY9GXB,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08N19XG53,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B099S9DTR2,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B0983DYB2P,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09LV1Q3DT,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08BFL5B9S,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B0922TK8CF,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B099NRCT7B,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08YYQXZHK,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08N498WCX,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B099NK55YG,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09RKDLD1W,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09VC71N98,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09SDYNZQ5,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08W2JV979,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B099NRCT7B,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B099NRCT7B,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09PN4P12Y,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B098316HXL,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08KRZRSCL,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09SDXPC2C,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B082W7Y2KY,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08B415N6S,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08MYTXTRW,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08QGMG4RW,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09TH9HS5R,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08N4TVYBJ,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09RK7Q644,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B081WYGJFV,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08V17688J,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08MYTJ6LH,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B091T8S3BP,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B0983G1KLL,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B081WZ8S6B,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B091T25NQG,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09SDXB141,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08KS7M7F7,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08XNK3MXN,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B07T65CC1N,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09QJM97Z8,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08QGMG4RW,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09831YHGV,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09HNRTMH9,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09RK7Q644,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09VC53FQW,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B0894Y3VBB,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B089G1ZNLX,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B099NRCT7B,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B091Q8JXX9,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B091Z8TV5Q,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08RP2Y81T,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09TY2JJ87,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09SDY7MHD,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09PN37FYX,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09QJ35BD6,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09SDXRYBG,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09KXR4JZC,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B099NSQP4Z,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B089G28YYW,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09SDY4TFK,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B0922T13R1,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09RKFFXVC,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08VWLBY4C,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08N4RXHV6,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09XKC4KRL,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09RK7Q644,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B098126DTY,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09VZ6HK5S,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09RT1WSR9,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09PN41YXK,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09832FD39,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09YYPQ7NW,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08KRZRSCL,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B0983F3BLZ,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09SDY8DCT,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08B3YV7L2,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B091T25NQG,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09SDXRYBG,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08B3YV7L2,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09TH5VZK6,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09TH73PT5,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09SDY8DCT,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08TZD5W7J,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B099NGZGRJ,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09RSS48QG,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B0982YWMSG,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09SDY8DCT,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09TZS4V29,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09SDY8DCT,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09QJ4TWHG,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B094346FB7,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08ZHN6H5T,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09SDY9GXB,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08QGLG46Y,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09PN4P12Y,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09SDXRYBG,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09PN1HZ58,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09SDYL6L1,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09RKD5K4Z,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08B414Z8Y,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09RKFZ1KH,1,INR,IN,Easy Ship,False
