Fulfilment,Sales Channel ,ship-service-level,ASIN,currency,ship-country,fulfilled-by,Unnamed: 22
Merchant,Amazon.in,Standard,B09YYNG98D,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09B3GWVJ9,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09SDY7MHD,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08V197XLZ,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B098316HXL,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B099NRCT7B,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09SDXQ3X9,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09RPJD74Z,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09RK7Q644,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09TH43NW5,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09RKFCS6D,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09SDYNZQ5,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09Y27F7WY,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08B3Z2YY3,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08MXFNM51,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09K3T96QK,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09RKF4FNJ,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08QGKNC21,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09NQ6824N,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09SDXRYBG,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B099NSQP4Z,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B0822SX9WB,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B0928WHXM6,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B099NMSHR7,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09QJ49VXB,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08CN3P4HX,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09TH5VZK6,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B099S81YF8,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B098736GK5,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09K3938KW,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08N4TGTRV,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08V19JZ2F,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09RKF9KV8,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B0894XH3LN,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08W1HC76G,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08QGMNRBT,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08B415N6S,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08QGMNRBT,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08ZHWQWSX,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09SDXRYBG,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08RP1Z6L4,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09G2T795K,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09SDXRYBG,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08YYTBPPP,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B099NTV5ZV,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08ZHRYMZD,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09RKFCS6D,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B098133PV5,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09M768PCX,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08RP67NGB,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B099NSQP4Z,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09PN37FYX,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09SDYC9GD,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09LTY88GR,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09YNXQF36,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B091T25NQG,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09SDXRYBG,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09TH53Q68,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B099NFZJVC,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B0983F2ZJW,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B099NRCT7B,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09RKFBMYD,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09TZTZ58D,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09SDZV7MR,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B099FB2C9L,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09SDX13G7,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B099F9N2F3,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09SDXRYBG,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08KRXQRTY,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09K3ZCQPF,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09RKDH9X6,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09PN1HZ58,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08QGNJZRM,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08V1R5MMB,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08KRZK1NB,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09SDYNZQ5,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09HNRBVMT,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08MYT13YV,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09SDXRYBG,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08YZ1H4TG,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B099NTV5ZV,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08HK3SLGX,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B07R4ZMLC9,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09Y3CVP18,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09SDXRYBG,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08B415N6S,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09YYPQ7NW,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09RKBVL7Y,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B0894XKVH3,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09Y25NR54,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08QGMPGKT,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09LTZH194,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09RK63SGY,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09RKD6KWL,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09SDY7MHD,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B0986XNKJJ,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08QJM4J9Z,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08YZ3Q2B6,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B099NRCT7B,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09SDY9GXB,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08N19XG53,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B099S9DTR2,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B0983DYB2P,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09LV1Q3DT,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08BFL5B9S,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B0922TK8CF,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B099NRCT7B,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08YYQXZHK,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08N498WCX,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B099NK55YG,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09RKDLD1W,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09VC71N98,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09SDYNZQ5,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08W2JV979,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B099NRCT7B,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B099NRCT7B,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09PN4P12Y,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B098316HXL,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08KRZRSCL,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09SDXPC2C,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B082W7Y2KY,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08B415N6S,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08MYTXTRW,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08QGMG4RW,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09TH9HS5R,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08N4TVYBJ,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09RK7Q644,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B081WYGJFV,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08V17688J,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08MYTJ6LH,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B091T8S3BP,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B0983G1KLL,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B081WZ8S6B,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B091T25NQG,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09SDXB141,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08KS7M7F7,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08XNK3MXN,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B07T65CC1N,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09QJM97Z8,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08QGMG4RW,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09831YHGV,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09HNRTMH9,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09RK7Q644,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09VC53FQW,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B0894Y3VBB,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B089G1ZNLX,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B099NRCT7B,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B091Q8JXX9,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B091Z8TV5Q,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08RP2Y81T,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09TY2JJ87,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09SDY7MHD,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09PN37FYX,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09QJ35BD6,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09SDXRYBG,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09KXR4JZC,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B099NSQP4Z,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B089G28YYW,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09SDY4TFK,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B0922T13R1,INR,IN,Easy Ship,False
